StartDate,EndDate,Progress,Duration (in seconds),ResponseId,consent,english_check,english_check_5_TEXT,age,gender_raw,gender ,ethnicity,ideology ,engage1,engage2,engage3,dismiss1,dismiss2,dismiss3,gun_stance,climate_stance,vax_race_stance,tax_stance,vaccine_stance,extreme_stance,rating explanation,quality_check ,comments,stimuli,role
11/24/21 18:52,11/24/21 18:56,100,253,R_1QEiR5lVs1WdInH,1,1,,45,Female,f,hispanic,5,74,58,62,65,50,54,1,2,2,1,2,2,,1,,vignette,senator
11/24/21 18:53,11/24/21 18:57,100,278,R_1GTYl1HEFGqdz2o,1,1,,30,Male,m,white,4,82,20,81,81,21,20,2,2,1,2,2,1,very good study,1,good survey,vignette,citizen
11/24/21 18:54,11/24/21 18:58,100,246,R_2TYrSuKuk0UMDgT,1,1,,58,female,f,white,5,79,92,95,91,81,94,1,1,1,1,1,2,,1,,vignette,senator
11/24/21 18:52,11/24/21 18:58,100,370,R_3it01OVU99yLtve,1,1,,29,male,m,hispanic,4,91,92,83,24,9,19,2,2,2,2,2,1,,1,,tweet,senator
11/24/21 18:55,11/24/21 19:00,100,318,R_3lQWlkGIM5hhtu2,1,1,,46,Male,m,white,4,70,70,70,65,60,60,1,2,1,1,2,1,,1,,tweet,citizen
11/24/21 18:57,11/24/21 19:01,100,239,R_2tb8ZDc3uEwLBsG,1,1,,39,Male,m,white,4,65,70,70,45,55,43,2,2,1,1,2,1,,1,,tweet,citizen
11/24/21 18:55,11/24/21 19:03,100,457,R_3fIwikgiMlpcquR,1,1,,30,Male,m,choose not to respond,6,59,39,51,71,71,46,2,1,1,2,1,2,,2,,vignette,senator
11/24/21 18:58,11/24/21 19:04,100,366,R_3plO9gQxc8vToBF,1,1,,23,male,m,white,5,100,90,60,100,100,100,1,2,1,1,2,1,,1,,tweet,citizen
11/24/21 19:00,11/24/21 19:05,100,276,R_1FQcsT4ms1jpIQY,1,1,,31,Female,f,white,6,0,70,0,50,0,100,1,1,1,1,1,1,,1,,tweet,citizen
11/24/21 19:02,11/24/21 19:05,100,156,R_1rf8VlAHxVs5o8P,1,1,,30,Male,m,asian,4,90,70,80,75,50,15,2,2,1,1,2,1,,1,,vignette,senator
11/24/21 18:57,11/24/21 19:06,100,539,R_2CftPv6t7t8MxsO,1,1,,68,female,f,white,5,30,90,1,20,95,34,1,1,1,1,2,1,,1,,vignette,senator
11/24/21 19:03,11/24/21 19:06,100,182,R_suNfwlVvGpcOs3T,1,1,,64,male,m,white,5,60,59,55,50,60,50,1,2,1,1,2,1,,1,,tweet,senator
11/24/21 19:02,11/24/21 19:09,100,426,R_1OCWKMgwX0Yr2w9,1,1,,45,Male,m,white,4,89,96,90,25,40,49,1,1,1,1,2,2,Bipartisanship in Washington is something I wish was more common.,1,"I don't much like politics, it's just very divisive.",tweet,citizen
11/24/21 19:03,11/24/21 19:10,100,458,R_2sYMydB5OyWn5vi,1,1,,77,female,f,white,5,89,87,92,82,76,87,1,1,1,1,2,1,,1,,vignette,citizen
11/24/21 19:08,11/24/21 19:11,100,172,R_28BUOYTNpdFJeg0,1,1,,31,Male,m,white,5,82,85,78,83,62,42,2,2,1,1,2,1,,1,,tweet,senator
11/24/21 18:59,11/24/21 19:11,100,743,R_2ONqpHcPCzQbtsN,1,1,,51,female,f,white,4,50,40,60,50,47,15,1,1,2,1,2,2,You did not give me any middle ground with the choices.  Blumenthal is not a republican,1,,vignette,senator
11/24/21 19:08,11/24/21 19:15,100,381,R_2bZYXGWGIpoQvgI,1,1,,33,Female,f,white,5,85,75,80,34,71,87,1,2,1,1,2,1,"I like how it had questions that I could answer easily and I didn't have to put too much thought into the left side of thins, If that makes sense.",1,,tweet,citizen
11/24/21 19:11,11/24/21 19:15,100,215,R_tMAEMGGmhiLDE4x,1,1,,28,male,m,white,4,81,13,76,93,26,21,2,2,1,2,2,1,very very good,1,good survey,vignette,senator
11/24/21 19:14,11/24/21 19:15,100,70,R_2TowDITdtMmZU2e,1,1,,28,female,f,white,4,43,46,44,62,58,53,1,2,1,1,2,2,none,1,,tweet,senator
11/24/21 19:12,11/24/21 19:15,100,203,R_3kaEhdm1r1SjVb3,1,1,,31,Female,f,white,5,78,64,85,62,64,45,2,1,1,1,1,2,,1,,vignette,citizen
11/24/21 19:11,11/24/21 19:18,100,393,R_r9Fnc1VW8lKHNnP,1,1,,29,male,m,white,4,91,10,84,74,45,35,2,2,1,1,2,1,good study,1,good study,vignette,senator
11/24/21 19:13,11/24/21 19:19,100,348,R_eQz8YvCSPpobINr,1,1,,64,female,f,white,5,89,92,97,83,88,91,1,1,1,1,2,1,,1,,tweet,citizen
11/24/21 19:16,11/24/21 19:19,100,211,R_0VPm1kl5oW4CLmh,1,1,,24,female,f,asian,4,59,84,72,81,50,24,2,2,1,1,2,1,,1,,vignette,senator
11/24/21 19:19,11/24/21 19:22,100,163,R_24N5KL62N66EWhS,1,1,,50,female,f,white,5,50,50,50,50,50,60,1,2,1,1,1,1,,1,,vignette,citizen
11/24/21 19:16,11/24/21 19:27,100,647,R_sbW0Qhx9wvcv5Jf,1,1,,41,41,,black,4,78,76,97,83,91,79,1,1,1,1,1,1,,1,,tweet,citizen
11/24/21 19:24,11/24/21 19:27,100,214,R_24Brjvm39Ax2XuO,1,1,,32,Male,m,white,4,96,94,100,67,74,83,1,1,1,1,2,1,,1,,tweet,citizen
11/24/21 19:24,11/24/21 19:29,100,269,R_31yCAQZyUeXTCqr,1,1,,21,male,m,asian,4,77,65,81,71,70,36,2,2,1,1,2,1,,1,,vignette,senator
11/24/21 19:20,11/24/21 19:30,100,590,R_2UhN4QiYZNckrSR,1,1,,47,Female,f,white,4,51,82,50,93,40,66,1,1,1,1,1,1,,1,,tweet,senator
11/24/21 19:26,11/24/21 19:33,100,427,R_w77oSalgbteHzKp,1,1,,43,Male,m,white,6,25,90,85,100,100,100,1,1,1,1,2,1,"This sentence has a mistake: ""Ted believes they are wrong and that their protesting show how ignorant they are."" The verb should be ""shows"" because ""protesting"" is a singular thing. ",1,Thank you! ,vignette,citizen
11/24/21 19:30,11/24/21 19:35,100,261,R_2aCB34Ta1DvjtPJ,1,1,,54,male,m,asian,5,65,71,82,50,62,53,1,2,1,1,2,2,,1,,tweet,senator
11/24/21 19:04,11/24/21 19:36,100,1866,R_1PUkS2bcKyld8Uc,1,1,,19,Male,m,white,4,71,68,82,82,59,50,2,2,1,1,2,1,,1,,vignette,citizen
11/24/21 19:35,11/24/21 19:38,100,187,R_1C7vj6qkiCd1JHt,1,1,,56,Male,m,white,4,95,66,81,79,55,77,2,1,1,1,2,2,,1,,vignette,citizen
11/24/21 19:33,11/24/21 19:40,100,442,R_1hG86IlXTPEVHNl,1,1,,46,male,m,white,6,100,100,100,100,100,100,1,2,1,1,2,1,,1,thank you,vignette,senator
11/24/21 19:34,11/24/21 19:41,100,374,R_UmDevdlmzAFqLfj,1,1,,72,female,f,white,4,71,60,83,40,34,40,2,2,1,1,2,1,,1,,tweet,citizen
11/24/21 19:36,11/24/21 19:41,100,292,R_1C7xZGqwuDpzeOd,1,1,,49,Female,f,white,5,72,77,79,61,45,30,1,1,1,1,2,1,Surprised that the comments I was to answer were from all republicans and not democrats.,1,,tweet,senator
11/24/21 19:28,11/24/21 19:43,100,899,R_uwCJmkfnlub2Lxn,1,1,,36,female,f,white,6,100,50,50,100,70,90,2,1,1,1,1,2,,1,,tweet,senator
11/24/21 19:40,11/24/21 19:44,100,241,R_Um3PvOzhUIxw9Gh,1,1,,70,Male,m,white,6,2,25,6,88,84,86,1,1,1,1,1,1,"If you want to work with someone, you are a coward for compromising.  And we are sick of that. ",1,Good survey.  Republicans who want to compromise are low life democrats.,vignette,citizen
11/24/21 19:43,11/24/21 19:48,100,307,R_SHjMB87eLfBODKh,1,1,,27,Female,f,white,4,85,30,100,48,70,10,2,2,1,1,2,1,I thought it was interesting to read about different people. ,1,I liked reading about the different people. ,vignette,citizen
11/24/21 19:46,11/24/21 19:51,100,277,R_2PdLt5MOTcov508,1,1,,57,male,m,white,5,72,72,71,30,30,30,1,2,1,1,2,1,Just trying to figure out life...,1,"Not sure, treating others fairly?",tweet,senator
11/24/21 19:47,11/24/21 19:51,100,252,R_OO0RYSH0VrKrnd7,1,1,,61,male,m,white,5,89,76,85,76,100,90,1,2,1,1,2,1,"Left wing and BLM are violent people, never get it wrong",1,,tweet,citizen
11/24/21 19:49,11/24/21 19:53,100,255,R_9B14XpI0IvdW7pD,1,1,,24,Male,m,white,4,70,78,90,61,70,50,2,2,1,1,2,2,,1,,vignette,senator
11/24/21 19:52,11/24/21 19:54,100,119,R_wRfBd9kzrAZ2eIh,1,1,,44,male,m,white,6,83,64,55,89,87,54,1,1,2,1,1,1,,1,,tweet,senator
11/24/21 19:51,11/24/21 19:54,100,203,R_3m9nBsY6Ok3L2IG,1,1,,26,Male,m,white,5,80,88,83,92,86,92,1,2,1,1,1,1,,1,,vignette,citizen
11/24/21 19:51,11/24/21 20:00,100,512,R_33xWMSBf5Qjq0zS,1,1,,53,Female,f,white,5,25,51,25,5,85,75,1,1,,1,1,1,I left the one about the distribution of vaccines blank because I don't support giving it to the elerly or minorities..  If I left any others blank it is because I support neither option.,1,,vignette,senator
11/24/21 19:54,11/24/21 20:04,100,617,R_wRFM33szdIrko7f,1,1,,51,male,m,white,4,5,54,50,52,45,60,1,1,1,1,1,2,survey was good thank you.,1,thanks for the survey,tweet,citizen
11/24/21 19:56,11/24/21 20:06,100,588,R_1Qm9eCeZZ9Tv4hq,1,1,,29,f,f,white,4,58,71,52,38,60,67,1,2,1,1,1,1,,1,,tweet,citizen
11/24/21 20:05,11/24/21 20:10,100,318,R_3foE4xyOfELxK5l,1,1,,28,male,m,white,6,8,70,73,0,100,100,1,1,1,1,1,1,,1,Great Study,vignette,senator
11/24/21 20:09,11/24/21 20:12,100,182,R_2vewbJGs7DwYdQ0,1,1,,24,male,m,white,5,46,51,43,52,65,36,1,1,1,1,1,1,,1,,tweet,citizen
11/24/21 20:12,11/24/21 20:14,100,174,R_ZDilVzQbIwuK91v,1,1,,26,Male,m,white,4,59,56,60,60,40,40,1,2,1,1,2,1,,1,,vignette,senator
11/24/21 20:16,11/24/21 20:18,100,132,R_2EveZmirCpDWGrq,1,1,,24,female,f,hispanic,5,92,100,70,95,100,100,1,1,1,1,1,1,,1,,vignette,citizen
11/24/21 20:18,11/24/21 20:23,100,315,R_0TfjoMmcmtQfpyF,1,1,,44,female,f,white,4,71,73,71,73,73,75,1,1,1,1,1,1,,1,,vignette,senator
11/24/21 20:20,11/24/21 20:23,100,215,R_WAGFqqZ7RwBNw9X,1,1,,41,female,f,"hispanic, white",4,55,55,55,50,50,50,2,2,1,1,2,1,No comments. ,1,No comments. ,tweet,citizen
11/24/21 20:14,11/24/21 20:24,100,575,R_2bUYlIjdZsbIPN5,1,1,,57,female,f,white,5,65,100,99,58,46,78,1,1,1,1,2,1,Opinion towards Cruz is biased.  Did not like him leaving TX during ice storm earlier this year ton family vacation while constituents suffering.,1,,tweet,senator
11/24/21 20:15,11/24/21 20:24,100,542,R_3phzfd1ixpKi9hX,1,1,,50,male,m,white,5,80,85,90,80,80,85,1,2,1,1,2,1,Thank You.,1,It was an interesting survey.,tweet,senator
11/24/21 20:10,11/24/21 20:27,100,992,R_D6PzMjQxCIA8hI5,1,1,,62,female,f,white,6,20,81,50,100,100,100,1,1,1,1,2,1,It seemed to be fairly unbiased,1,,vignette,citizen
11/24/21 20:35,11/24/21 20:41,100,358,R_1N8tpVuqLMTl3di,1,1,,72,male,m,hispanic,4,92,83,91,71,19,29,2,2,1,1,2,1,,1,,vignette,senator
11/24/21 20:34,11/24/21 20:44,100,582,R_24BjIY2Y31Mr47V,1,1,,40,Male,m,white,4,80,73,67,57,30,40,1,2,1,1,1,1,I honestly don’t like negativity in politics so I appreciated the bipartisan talk the most. ,1,,tweet,citizen
11/24/21 20:39,11/24/21 20:46,100,451,R_2npP5crFIeRUWC5,1,1,,47,Female ,f,white,5,60,74,61,95,90,51,1,1,1,1,2,1,,1,,vignette,citizen
11/24/21 20:31,11/24/21 20:47,100,979,R_27rIiUw0aA0pxdI,1,1,,39,female,f,white,4,50,82,51,52,73,64,1,1,1,1,2,1,n/a,1,,tweet,senator
11/24/21 20:54,11/24/21 20:57,100,162,R_1GwD9FqAfbk8TUN,1,1,,36,male,m,white,5,50,50,40,92,93,75,1,1,1,1,1,1,,1,,vignette,citizen
11/24/21 20:50,11/24/21 20:57,100,418,R_32J8WVpN2CVtpWF,1,1,,44,Male,m,white,5,77,0,75,71,100,100,1,1,1,1,1,1,,1,,tweet,citizen
11/24/21 20:54,11/24/21 20:57,100,154,R_2dFPNtHNaCJqAsa,1,1,,30,male,m,white,5,66,75,77,83,91,80,1,1,1,1,2,1,Thanks!,1,,tweet,senator
11/24/21 20:56,11/24/21 20:58,100,164,R_AzH62s5GPIGmpIR,1,1,,41,Male,m,white,4,6,65,50,61,100,91,1,1,1,1,1,1,,1,,vignette,senator
11/24/21 20:52,11/24/21 20:59,100,403,R_2wG3TzNqPeudYnZ,1,1,,33,Female,f,white,4,100,50,100,80,40,30,2,2,1,1,2,2,It was interesting that all the senators showcased were Republican.,1,The survey was a nice snapshot of different senators.,vignette,senator
