StartDate,EndDate,Progress,Duration (in seconds),ResponseId,consent,english_check,age,gender_raw,gender,party_affil,use_twitter,interact_senator,engage_1,engage_2,engage_3,engage_4,engage_5,engage_6,engage_7,engage_8,engage_9,engage_10,engage_11,engage_12,engage_13,engage_14,engage_15,engage_16,engage_17,engage_18,engage_19,engage_20,engage_21,engage_22,engage_23,engage_24,engage_25,dismiss_26,dismiss_27,dismiss_28,dismiss_29,dismiss_30,dismiss_31,dismiss_32,dismiss_33,dismiss_34,dismiss_35,dismiss_36,dismiss_37,dismiss_38,dismiss_39,dismiss_40,dismiss_41,dismiss_42,dismiss_43,dismiss_44,dismiss_45,dismiss_46,dismiss_47,dismiss_48,dismiss_49,dismiss_50,dismiss_51,dismiss_52,dismiss_53,dismiss_54,dismiss_55,dismiss_56,dismiss_57,dismiss_58,dismiss_59,dismiss_60,dismiss_61,dismiss_62,dismiss_63,dismiss_64,dismiss_65,dismiss_66,dismiss_67,dismiss_68,dismiss_69,dismiss_70,dismiss_71,dismiss_72,dismiss_73,dismiss_74,dismiss_75,dismiss_76,dismiss_77,dismiss_78,engage_79,engage_80,engage_81,engage_82,engage_83,engage_84,engage_85,engage_86,engage_87,engage_88,engage_89,engage_90,engage_91,engage_92,engage_93,engage_94,engage_95,engage_96,engage_97,engage_98,engage_99,engage_100,engage_101,engage_102,engage_103,engage_104,engage_105,engage_106,dismiss_107,dismiss_108,dismiss_109,dismiss_110,dismiss_111,dismiss_112,dismiss_113,dismiss_114,dismiss_115,dismiss_116,dismiss_117,dismiss_118,dismiss_119,dismiss_120,dismiss_121,dismiss_122,dismiss_123,dismiss_124,dismiss_125,dismiss_126,dismiss_127,dismiss_128,dismiss_129,dismiss_130,dismiss_131,dismiss_132,dismiss_133,dismiss_134,dismiss_135,dismiss_136,dismiss_137,dismiss_138,dismiss_139,dismiss_140,dismiss_141,dismiss_142,dismiss_143,dismiss_144,dismiss_145,dismiss_146,dismiss_147,dismiss_148,dismiss_149,dismiss_150,dismiss_151,dismiss_152,dismiss_153,dismiss_154,dismiss_155,dismiss_156,dismiss_157,dismiss_158,dismiss_159,dismiss_160,dismiss_161,dismiss_162,dismiss_163,dismiss_164,dismiss_165,dismiss_166,dismiss_167,dismiss_168,dismiss_169,dismiss_170,dismiss_171,dismisses,engages,dif,quality_check
1/25/22 18:30,1/25/22 18:58,100,1646,R_2SuTJQ0kYBqM5Pb,1,2,43,nonbinary,nonbinary,1,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,72,,,,,,92,,,,82,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,78,,,,,,,,,,,80,,,,,,,,,,,,,,,88,,,,,,,,,84.75,78,-6.75,1
1/25/22 18:54,1/25/22 18:59,100,328,R_YYnPgbyvhybhTRn,1,2,23,female,f,1,yes,yes regularly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,61,,,41,,,,,,,,55,,,,,,,40,,,100,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,50,,,,,100,,,,,,,,,86.6,43.4,-43.2,1
1/25/22 19:00,1/25/22 19:01,100,85,R_sdPe2nN81rG57gt,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:01,1/25/22 19:02,100,39,R_32WT2WHP96QYYuH,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:04,1/25/22 19:04,100,20,R_1jNYxZyVVDt3ggw,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:03,1/25/22 19:04,100,74,R_2VJcplgeaOiTbYp,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:01,1/25/22 19:05,100,185,R_V1HWw25kPgDgK09,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:06,1/25/22 19:06,100,47,R_2dfP7hHP65FptE0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:01,1/25/22 19:07,100,322,R_TjAiB4QSKxcw5dn,1,2,25,male,m,4,yes,yes once,,,,,49,46,,,,,,,,70,,,,,44,,,,,,52,,,,40,,,,,,,,,,,,,,,,54,,,,,,,,,47,,,,,,55,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,52.2,3.2,1
1/25/22 19:06,1/25/22 19:07,100,34,R_2pQdKTa0mwJWhQx,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:02,1/25/22 19:08,100,350,R_2vkac9HbnfW4sQO,1,2,30,Agender,Agender,1,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,30,,,,,,,,,90,,50,,,,20,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,80,,,,,,,,80,,,,,,,,,,,,65,,,,,,,,,,30,,,,,,,,,,,,63,52.2,-10.8,1
1/25/22 19:04,1/25/22 19:08,100,212,R_2rvYBr1XgjhdPOf,1,2,25,Male,m,3,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,73,,,,,,,,,88,,93,,,,,,,,,69,,79,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,72,,,,,,,,,,,,,89,,,,,,,,,,,,75,,,,,,79.2,82.4,3.2,1
1/25/22 19:05,1/25/22 19:10,100,291,R_1LYxrvi0kpZqRQF,1,2,20,Male,m,1,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,75,,,,,50,,,,,,,,45,,,80,,,,,,,,,,,,,,70,,,,,,,,,,,55,,,,,,,,,,,,,,,60,,,,,,,,,,,,,45,,,65,,,,,,,,,,,,,59,61,2,1
1/25/22 19:07,1/25/22 19:10,100,168,R_1M707haMp2jWfIg,1,2,37,Male,m,1,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,15,,15,,,,,19,,,,,,0,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,29,,,,,,,,19,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,0,19,12.4,-6.6,1
1/25/22 19:04,1/25/22 19:10,100,338,R_bKMnc3ZHinmedBT,1,2,36,Female,f,2,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,71,,,,50,,,,,,,61,,,,,81,,,,,,,,,,,,82,,,,61,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,61,,,,,,,,,,,,,,,,80,,,,,73.2,68.8,-4.4,1
1/25/22 19:08,1/25/22 19:12,100,251,R_2zvuxjuyQR9sbrq,1,2,41,Female,f,5,no,no,93,,,,,77,,,,,,,,,91,,,50,,,,50,,,,50,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,79,,,,,,,,34,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,72.2,25.2,1
1/25/22 19:12,1/25/22 19:13,100,26,R_ePtS5w8frbULOIp,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:13,1/25/22 19:13,100,20,R_Of1ZshJt0Z7EgWl,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:08,1/25/22 19:13,100,315,R_1OOCxA3usX0qIcl,1,2,41,Male,m,2,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,80,,,,,,76,,,,,,100,,,,,,,,,65,,,,,90,,,,,,,,,,,,91,,,,,,,,,,100,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,85,,,93.2,78.2,-15,1
1/25/22 19:07,1/25/22 19:14,100,415,R_3nV5tEcIhfktMQi,1,2,30,Female,f,1,no,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,89,100,,,,,,,,90,,,,,91,,,,,,,,,,81,,,,,,,,,,,,,81,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,100,,81,92,11,1
1/25/22 18:53,1/25/22 19:14,100,1270,R_3dYUwsy79gzydD8,1,2,42,female,f,4,yes,yes once,,50,,,,,,52,,,,66,,,,63,,,,,50,,,,,,,,,,,50,,,,,,,,,,47,,,,,,,,,,,,,,,51,,,,,,,,,53,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6,56.2,6.6,1
1/25/22 19:12,1/25/22 19:15,100,205,R_1q2qgLFvM5sGdeh,1,2,27,Female,f,3,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,60,,,,,,54,,,,,,,58,,,,,53,,,55,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,53,,,,,,,,,,,,,52,,,,,,,,,,,,62,,,,,,,,57,55.8,-1.2,1
1/25/22 19:06,1/25/22 19:16,100,559,R_0dq2knxqZ2OQ0gh,1,2,27,Male,m,1,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,45,,,50,,,,,,,,,45,40,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,53,45,,,,,,,,,,,,,,50,,,,,,,,,,,,55,,,,,,,,,,,,,51.4,47.2,-4.2,1
1/25/22 19:16,1/25/22 19:16,100,25,R_1SOSH8MmhMcwcKt,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:11,1/25/22 19:16,100,295,R_QoUeo7mOOiTLvjz,1,2,19,female,f,3,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,83,,,,,,,58,,,,54,,50,,,,,,,,,,,,,49,,,,,,,,,,,,,,49,,,,,,,63,,,,,,,,,,,,,35,,,,,,,,,,,,,49,,,,,,,,,,,49,59.2,10.2,1
1/25/22 19:08,1/25/22 19:16,100,493,R_2V3CqdrHYdtUNMF,1,2,37,female,f,1,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,56,,,,,61,,,,,,,,50,,,,,,47,,,,,51,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,66,,,,,,,61,,,,,,,,,,,,,,,,,,71,,,,,61.8,53,-8.8,1
1/25/22 18:56,1/25/22 19:17,100,1244,R_2fkB0a8YszFCHbD,1,2,60,female,f,2,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,93,,,,,,,87,,,,100,,,,,50,,,,,,,,,,,,85,,,,,,,,,,53,,,,,,,,,,,,81,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,96,,,,,,,75.6,82.6,7,1
1/25/22 19:11,1/25/22 19:17,100,374,R_2zwEEDrnwNMlUEc,1,2,23,Non-Binary,Non-Binary,3,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,51,,,,,,,,1,,,,,,0,,,,,,,0,,,,,,,,,51,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,51,,,,,51,,,,,,,,,,,,51,10.4,-40.6,1
1/25/22 19:13,1/25/22 19:18,100,309,R_23ayaA3rs9njdFj,1,2,26,female,f,1,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,98,,,100,,,,,,,,98,,,,,50,,,,98,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,97,,98,,,,,,,,,,,,,,,,,,,,,,,,,54,89.4,89.2,-0.2,1
1/25/22 19:12,1/25/22 19:18,100,382,R_10AfbFwkzMsxmrr,1,2,58,Man !,m,1,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,80,,,,,100,,,,100,,,,9,,,,,,,,,,100,,,,,,,,,,,,,100,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,100,,,,100,,,,,,,,,,100,71.4,-28.6,1
1/25/22 19:13,1/25/22 19:18,100,337,R_3rOmDD1crcEz3ZA,1,2,35,man,m,4,yes,yes once,,,,99,,,58,,,,99,,,,,95,,,,,65,,,,,,,,,,,,,,,28,,,,,,,57,,,,,,40,,,,,,,,,,,,,,,,,,36,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8,83.2,47.4,1
1/25/22 19:15,1/25/22 19:19,100,239,R_2w1yk3DN7h63a7y,1,2,47,Female,f,5,no,no,,,100,,,,,,50,,,100,,,,,,,,53,,,,,52,,20,,,,,,,,,,,,,,,,,,,10,,,27,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,71,56.8,1
1/25/22 19:15,1/25/22 19:19,100,257,R_3g5vFVDUe3U79rS,1,2,28,female,f,3,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,54,65,,,,,,71,,,,,,,,,,61,,,,,,,,,,,52,,,,,,,,,,,,,,50,,,,,55,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,46,,,,48.4,62.4,14,1
1/25/22 19:13,1/25/22 19:20,100,391,R_3r2nstvxtf9BRUZ,1,2,56,Female,f,1,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,52,,21,,,,,,,100,,,,,41,,,,,,,,,,,,,,,,,70,,100,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,100,,,79,58,-21,1
1/25/22 19:16,1/25/22 19:21,100,267,R_2ypSm3o0eOQXxSJ,1,2,22,Male,m,3,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,56,,,,60,,,,,,,62,,,,,,71,,,,,79,,,,,,,,,,,,,,,50,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,80,,,,,,63.8,61.6,-2.2,1
1/25/22 19:14,1/25/22 19:21,100,378,R_1XoQyo9fDNDO5dT,1,2,19,Man,m,2,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,100,,,,,,,,,,82,,,,,57,,,64,,,,,,,,23,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,58,,,,,,,,,,,,100,,,,,,,,,56,73.8,17.8,1
1/25/22 19:21,1/25/22 19:21,100,22,R_2S6WkCOWJ0Ecg7a,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:03,1/25/22 19:22,100,1134,R_1FkM5301zORd4dB,1,2,24,female,f,2,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,90,,,,,,,,70,,,90,,,,80,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,85,,,,60,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,75,,,,,,,73,80,7,1
1/25/22 19:14,1/25/22 19:23,100,561,R_3HpKTcQ0NquxoON,1,2,27,female,f,4,yes,yes once,,,,,72,,,,,81,,,,82,,,75,,,,,,,70,,,,,,,,,,25,,,,,,,25,,,,,,,,,,,,70,,,,,30,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,76,33,1
1/25/22 19:25,1/25/22 19:25,100,23,R_2wiAEmZ9jCwJYcG,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:22,1/25/22 19:26,100,187,R_UMSszop8OiKJf69,1,2,52,woman / female,f,2,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,81,,,71,,,,,,83,,,,,,75,,,,,,,,,,71,,,,,,,84,,,,,,,,,,,,,66,,,,,,,,,,,,81,,,,,,,,,,,,,91,,,,,,,,,,,,,78.6,76,-2.6,1
1/25/22 19:26,1/25/22 19:27,100,44,R_1CrP7GUBiG7OC83,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:27,1/25/22 19:27,100,22,R_1FEZ0wwl6QabsQ0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:24,1/25/22 19:28,100,230,R_TgYekNFjpPMdMIh,1,2,40,Male,m,3,no,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,50,,,,,,,,50,,,70,,,,,,,,55,,,,,60,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,70,,,,,,,,,,60,,,,,,,,,,,,,,90,,,,,,,69.8,59,-10.8,1
1/25/22 19:06,1/25/22 19:28,100,1302,R_12PBxjMaDG2eJ3W,1,2,23,Female,f,4,yes,no,,62,,,,,,66,,,,,50,,,,,,61,,,,50,,,,,,,,,,50,,,,50,,,,,,,,,,,,,,49,,,,,,,,50,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8,57.8,8,1
1/25/22 19:28,1/25/22 19:28,100,19,R_20Sz0MPFy2J1ean,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:11,1/25/22 19:28,100,1002,R_3fqpegjn2QcHA6d,1,2,29,Female,f,3,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,49,,,,,,,100,,,,,,51,,,,,100,,,,,,,,,,,,,,48,,,,,,,,,1,,,,,,,,,,,,,,,,36,,,,,,,,,,,85,,,,,,,44,,,,,,,,,,,42.8,74.4,31.6,1
1/25/22 19:26,1/25/22 19:29,100,171,R_2SvnnxgnN0JIA6V,1,2,38,female,f,3,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,49,,,,,,50,,50,,,,,,,,,50,50,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,50,,,,,,,,49,,,,,,,,,,,,,,,51,,,,,,,,,,50,49.8,-0.2,2
1/25/22 19:23,1/25/22 19:29,100,337,R_1i2ptvMksOCQ2Ho,1,2,28,Female,f,2,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,50,,,,,,,,,70,,,80,,,,70,,,,,,,,,,75,,,,,,,,,,,,,,,,50,,,,,,,,,50,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,80,,,,,,66,64,-2,1
1/25/22 19:24,1/25/22 19:29,100,331,R_xmybNTH7jGgmdNf,1,2,21,Female,f,3,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,50,,,,,50,,,,,,50,,,,,,,19,,,,,,,,35,,,,,,,,,,,,,,,,,,,,50,,30,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,55,,,,,,,,44,38.8,-5.2,1
1/25/22 19:25,1/25/22 19:30,100,257,R_2ysK0UtEYomYTB2,1,2,36,female,f,1,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,65,,,,,,,,45,,,,,,,20,,8,,,,,,,,,,,,,,,,100,,70,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,100,,,,,,,,,,,,,,,,,,65,,,,87,37.6,-49.4,1
1/25/22 19:24,1/25/22 19:30,100,402,R_24pbfVtIYaLkqIb,1,2,34,female,f,6,yes,yes once,,,100,,,,5,,,,,92,,,,,,,50,,,,100,,,,,,,,,,,,69,,,,,,,,,,,100,,82,,,,,,,,,,,,,,,,,100,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.2,69.4,-20.8,1
