StartDate,EndDate,Progress,Duration (in seconds),ResponseId,consent,english_check,age,gender_raw,gender,party_affil,ideology,use_twitter,interact_senator,engage_1,engage_2,engage_3,engage_4,engage_5,engage_6,engage_7,engage_8,engage_9,engage_10,engage_11,engage_12,engage_13,engage_14,engage_15,engage_16,engage_17,engage_18,engage_19,engage_20,engage_21,engage_22,engage_23,engage_24,engage_25,dismiss_26,dismiss_27,dismiss_28,dismiss_29,dismiss_30,dismiss_31,dismiss_32,dismiss_33,dismiss_34,dismiss_35,dismiss_36,dismiss_37,dismiss_38,dismiss_39,dismiss_40,dismiss_41,dismiss_42,dismiss_43,dismiss_44,dismiss_45,dismiss_46,dismiss_47,dismiss_48,dismiss_49,dismiss_50,dismiss_51,dismiss_52,dismiss_53,dismiss_54,dismiss_55,dismiss_56,dismiss_57,dismiss_58,dismiss_59,dismiss_60,dismiss_61,dismiss_62,dismiss_63,dismiss_64,dismiss_65,dismiss_66,dismiss_67,dismiss_68,dismiss_69,dismiss_70,dismiss_71,dismiss_72,dismiss_73,dismiss_74,dismiss_75,dismiss_76,dismiss_77,dismiss_78,engage_79,engage_80,engage_81,engage_82,engage_83,engage_84,engage_85,engage_86,engage_87,engage_88,engage_89,engage_90,engage_91,engage_92,engage_93,engage_94,engage_95,engage_96,engage_97,engage_98,engage_99,engage_100,engage_101,engage_102,engage_103,engage_104,engage_105,engage_106,dismiss_107,dismiss_108,dismiss_109,dismiss_110,dismiss_111,dismiss_112,dismiss_113,dismiss_114,dismiss_115,dismiss_116,dismiss_117,dismiss_118,dismiss_119,dismiss_120,dismiss_121,dismiss_122,dismiss_123,dismiss_124,dismiss_125,dismiss_126,dismiss_127,dismiss_128,dismiss_129,dismiss_130,dismiss_131,dismiss_132,dismiss_133,dismiss_134,dismiss_135,dismiss_136,dismiss_137,dismiss_138,dismiss_139,dismiss_140,dismiss_141,dismiss_142,dismiss_143,dismiss_144,dismiss_145,dismiss_146,dismiss_147,dismiss_148,dismiss_149,dismiss_150,dismiss_151,dismiss_152,dismiss_153,dismiss_154,dismiss_155,dismiss_156,dismiss_157,dismiss_158,dismiss_159,dismiss_160,dismiss_161,dismiss_162,dismiss_163,dismiss_164,dismiss_165,dismiss_166,dismiss_167,dismiss_168,dismiss_169,dismiss_170,dismiss_171,dismisses,engages,dif,quality_check,comments
3/18/22 13:20,3/18/22 13:25,100,274,R_2CJtF9A1hghlEDe,1,2,35,female,f,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,71,,89,,,,,,50,,,,,,,72,,,,,23,,,,,,,,,,,,,,,,,,,,,,,79,,77,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,75,,,,61.8,70.6,8.8,1,
3/18/22 13:21,3/18/22 13:26,100,301,R_WwwV7vxrYING7LP,1,2,27,female,f,6,7,2,1,96,,,,,,,99,,,,,,,91,,,100,,,,,,,95,,,,,,,95,,,,,,,,,,,,100,,,,,,,,,,,100,,,,99,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2,96.2,-1,1,
3/18/22 13:25,3/18/22 13:26,100,80,R_3foXbF1TXXKX9lC,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/22 13:25,3/18/22 13:28,100,200,R_3fvehH6FUN4r2j7,1,2,48,Male,m,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,74,,,,52,,,,,87,,,,,,,,81,,,,,,,,,,,,75,,,,,,,77,,,,,,,,,,,,,,,,91,,,,,,76,,,,,,,,,,,,,,,,76,,,,,,,,,79,73.4,-5.6,1,
3/18/22 13:25,3/18/22 13:30,100,307,R_245IWspWrHHVusH,1,2,21,male,m,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,50,,,,30,,,70,,,,,,,,,70,,,,,,,,,,,,60,,,,,70,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,70,,,66,52,-14,1,
3/18/22 13:23,3/18/22 13:31,100,463,R_1f7X99ucgTsDdO5,1,2,37,Female,f,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,100,,,,,,100,,,,,100,,,,,,100,,,100,,,,,,,,,,,,,,,,,95,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,90,,,,100,,,,,,,,,,97,100,3,1,
3/18/22 13:26,3/18/22 13:31,100,283,R_3EG1vbJT0NDwTQB,1,2,34,female,f,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,100,,,,,,79,,,,,,,100,,,,61,,,,,,,,,,,,,100,,,,,,,,,,,,,,,50,,,40,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,100,,,,,,61.4,78,16.6,1,
3/18/22 13:27,3/18/22 13:31,100,266,R_2YzUjQHOXFgwLWO,1,2,18,female,f,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,37,,,,,56,,,,,,,,,66,,,,,69,,,,55,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,39,,,,,,,,,55,,,,,,,,,65,,,,,,,,,,,,59.6,56.4,-3.2,1,
3/18/22 13:28,3/18/22 13:32,100,255,R_3D7ktQE1jRE1LXW,1,2,38,Female,f,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,91,,,96,,,,,,98,,,,,84,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,77,,,94,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,85,,,,81.8,93.6,11.8,1,
3/18/22 13:20,3/18/22 13:32,100,714,R_333CZEX4MS62IiM,1,2,66,female,f,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,91,,,,97,,,,,,100,,,,,66,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,100,,,,,,,,100,,,,,,,,,,,,,81,,,,,,,,,,,,,,100,,,,,96.2,88.8,-7.4,1,
3/18/22 13:24,3/18/22 13:33,100,491,R_3iro5YDZftSwo7k,1,2,23,female,f,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,60,,46,,,,,,80,,,,,,,,60,,,,,,,,,,22,,,,,50,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,64,,,,,,,,,,,,,100,,,,,,,,,62.8,61.2,-1.6,1,
3/18/22 13:27,3/18/22 13:33,100,368,R_3I4RpdlvB0TLWmG,1,2,35,Female,f,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,97,,,,,,,,100,,,,,50,,80,,,,,,,100,,,,,,,,,,,,,,,,,,,,83,,,,,,,,99,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,91,89,77.6,-11.4,1,
3/18/22 13:30,3/18/22 13:33,100,192,R_3lRLMGB68Y5gleL,1,2,75,male,m,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,76,,,,56,,,,,74,,,,,,,,,,72,,,,8,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,72,,,,,,,,,,76,,,,,,75,,,,,,,,,,,,,61.8,71.4,9.6,1,
3/18/22 13:29,3/18/22 13:33,100,274,R_2X6Z7tY2RQ1kcqw,1,2,51,female,f,4,4,2,1,,,67,,,,,46,,,,,59,,,,,,,55,,,,,19,,,,,,,,39,,,,,,,,,,,,19,,,,,,,,,,,67,,,,,,,22,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,49.2,7.2,1,
3/18/22 13:31,3/18/22 13:34,100,195,R_27COdIS41ax3Ej5,1,2,28,male,m,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,45,,,,47,,,,,46,,,,44,,,,,,,,,,,,,,,,53,,,,,,,,,,,44,,,,,,,,,,43,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,57,,48.8,46.2,-2.6,1,"i forgot to explain my dating profile line. i picked it because it's funny, and no but really we should just devolve and return back into the ocean"
3/18/22 13:24,3/18/22 13:35,100,640,R_3OqfhimLsRIUvOi,1,2,49,Male,m,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,86,,,,,95,,,,,,,,,,80,80,,,,,,,,,,,,,,,,,,70,,,,,,82,,,,,,,,,,,,,,,,,,,,93,80,,,,,,,,,,,,,,,,,,,100,,,,,,,85,84.4,-0.6,1,
3/18/22 13:27,3/18/22 13:35,100,486,R_W1g1YrQNtkW1TQB,1,2,38,female,f,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,30,20,,,,,,,,30,,,,,20,,,,,,,,21,,,,,,,,,,,,,,,20,,,,,,,70,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,98,,,,,,,,,,61.8,30,-31.8,1,Occupation and height are equally important
3/18/22 13:23,3/18/22 13:35,100,724,R_erOqZDVxCdTglZ7,1,2,29,Female,f,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,62,,,,,,49,,,,,,,,33,,,,,49,,,,,,,,,,60,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,50,,35,,,,,,,,,,,,,,,,,,,,,,,40,,,48,42.4,-5.6,1,
3/18/22 13:26,3/18/22 13:36,100,594,R_1dM7g8ecIlbiflP,1,2,58,Female,f,4,4,2,1,,,,,29,,,,35,,,61,,,,61,,,,,,53,,,,,52,,,,,,,,,,,,,,,65,,,,,,,,,51,,,,,,,,,,37,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8,47.8,-3,1,
3/18/22 13:30,3/18/22 13:37,100,409,R_2TMZ7g8ZRkVhc7S,1,2,61,female,f,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,50,,,,,,,91,,,90,,,,,81,,,,,,,,,,50,,,,,,,,,,,,,,,,,50,,,,,,,,,,90,,,,,,,,,,,,,,,,,,90,,,,,,93,,,,,,,,74.6,78.4,3.8,1,
3/18/22 13:30,3/18/22 13:37,100,399,R_3dGqknWYbu4QgW1,1,2,19,female,f,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,77,,,,81,,,,,,,,,,93,,,,,75,,,,75,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,92,,,,,88,,,,,,,,,,,,,85,,,,,,,,,,,82.4,77.4,-5,1,
3/18/22 13:35,3/18/22 13:38,100,171,R_9LGGFmEVK4Qor4d,1,2,20,Female,f,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,91,,,,,,,,,83,,90,,,,,,,,,63,93,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,72,,97,,,,,,,,,,,,,,,,,,,,,92,,,,89.2,78,-11.2,1,
3/18/22 13:22,3/18/22 13:40,100,1053,R_2U4LdhaXSNpqeCi,1,2,31,Male,m,4,5,1,1,,82,,,,,80,,,,100,,,,,,,,,82,100,,,,,,,50,,,,,,,,,,,,,25,,,,,,,,,,,,,40,,,,,,,,,,,,,15,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,88.8,58.8,1,
3/18/22 13:35,3/18/22 13:40,100,295,R_2mnKoiTvIc77gkx,1,2,19,woman,f,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,75,,,,,,,,79,,,,84,,,67,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,72,,,,,,87,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,76,,,,84.2,75,-9.2,1,
3/18/22 13:32,3/18/22 13:40,100,492,R_tJMIWUcGkmDd0lj,1,2,55,female,f,6,7,1,1,,,,86,,81,,,,,,,,,70,,,,82,,,,71,,,,,,,,,,,,,61,,,,,,,,,,86,,,50,,,,,,,,,,,,,,,,,86,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.8,78,5.2,1,
3/18/22 13:32,3/18/22 13:40,100,455,R_3g0cATnNBtii9rj,1,2,19,Woman,f,4,5,1,1,,,,,70,,,,,45,,,,95,,,,51,,,,,,60,,,,,,,,,,30,,,,,,,,,50,,,,,,,,,50,,,,,,60,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,64.2,16.2,1,I thought it was an interesting survey. There were a few I didn't feel very positive or negative towards because they were factual statements or reports of waht went on instead of an opinion 
3/18/22 13:28,3/18/22 13:40,100,735,R_3fOBCRutNEaFC3E,1,2,56,male,m,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,20,,,,,,76,,,,73,,,,,,,,,87,,,,,,,,,,60,,,,,,,87,,,,,,,,,,,,,,,,,,90,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,85,,,83.6,64.2,-19.4,1,
3/18/22 13:36,3/18/22 13:40,100,267,R_2YJKtLwJ8fZtQXx,1,2,24,Female,f,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,93,,84,,,,,,100,,,,,,28,,,,,,,,,,,,85,,,,,,,,,,,,70,,,,,,,,,,50,,,,,,,,,,,,,,,,,83,,,,,,,,,,73,,,,,,,,,72.2,73.2,1,1,
3/18/22 13:34,3/18/22 13:40,100,388,R_1DMC9NIBUoScTgs,1,2,35,female,f,6,7,2,1,70,,,,,,,,2,,,,,85,,,65,,,,,,,,50,,,,75,,,,,,,,,,70,,,,,,,,,,,85,,,,,,,,,50,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,54.4,-18.6,1,n/a!
3/18/22 13:32,3/18/22 13:41,100,532,R_WukHc8bt5lA1xeN,1,2,36,non-binary,non-binary,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,76,70,,,,,,81,,,,,,,,60,,,,70,,,,,,,,,,,,,,,86,,,,,,,,,,,,70,,,,,,,,,,,60,,,,,,,,,,,,,75,,,,,,,,,,,,,72.2,68,-4.2,1,
3/18/22 13:34,3/18/22 13:41,100,401,R_12zEvqq4C7RkX7E,1,2,19,female,f,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,100,,,82,,,,,,,51,,,67,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,81,,,,,,,,,,,,100,,,,,,100,,,,,,,,,,,,,,,,,,,100,,,,,96.2,70,-26.2,1,reading some tweets I've never seen before was interesting 
3/18/22 13:35,3/18/22 13:41,100,327,R_2ePw5bRbxxvFSVw,1,2,34,female,f,2,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,83,,,,,,,74,,,,,,64,76,,,,,,,,,,89,,,,,,,,,,,,,,,,,,97,,,,,,,,,,95,,,,,,,,,,,,,,,98,,,,,,,,,,92,,,,,,,,94.2,79,-15.2,1,
3/18/22 13:36,3/18/22 13:42,100,317,R_302BV11XL5ydeRY,1,2,29,F,f,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,82,91,,,,,,,,,100,,,,,78,,,,,,,,,,,42,,,,,,,81,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,29,,,,,,100,,,,,,,,,,70.4,78.2,7.8,1,no thank you
3/18/22 13:17,3/18/22 13:42,100,1487,R_3HCEg5RzrhXAfG6,1,2,37,female,f,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,39,,,,,,,50,,,,,70,,,,,,,50,,,,,61,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,53,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,80,,63.6,54.2,-9.4,1,
3/18/22 13:36,3/18/22 13:42,100,385,R_1FtXbRsHp4I00dW,1,2,34,female,f,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,85,,,,,,74,,,,,,,74,,83,,,,,,,,,,,,,,,,,63,,,100,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,72,,,62,,,,,,,,,,,,76.8,76.4,-0.4,1,
3/18/22 13:36,3/18/22 13:43,100,423,R_28ZdLZGX7tsAU3r,1,2,50,Female,f,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,90,,,,,,70,,,,,,,,80,,,,80,,,,,,,,,,,,,,90,,,,,,,,85,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,85,,,,,,,,,,75,,,,,,,85,78,-7,1,
3/18/22 13:34,3/18/22 13:44,100,596,R_0kwx9z2HtcUc6oF,1,2,34,Nonbinary,non-binary ,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,65,,,,,,,,51,,,,,,,51,,,,,51,,,,,,,65,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,75,,,,,,,55,,,,,,,,,,,,,,,90,,,,,,70,55,-15,1,I'd love to be able to support bipartisan efforts to reduce polarization... if most republicans didn't make it absolutely clear that they want me dead.
3/18/22 13:38,3/18/22 13:44,100,364,R_1kG2QnJw8qgqZa0,1,2,19,female,f,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,81,,,,,,,,,70,,,,80,,,,,60,,,,,40,,,,,,,,,,,,,,,,,,,,54,,,,,,,,70,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,80,,60.8,72.2,11.4,1,
3/18/22 13:42,3/18/22 13:46,100,225,R_21p0waNvi5Xyeyd,1,2,38,Female,f,3,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,55,,,,,30,,,,,90,,,,,,80,,,,,,,,,,90,,,,,,,,,,40,,,,,,,,,,70,,,,,,,,,,,,,,,,85,,,,,,,,,,90,,,,,,,,,,,,75,65,-10,1,
3/18/22 13:38,3/18/22 13:47,100,542,R_3OkAaGlFkjV90G6,1,2,58,Female,f,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,57,,,,,,,61,,,60,,,,,,,,,58,52,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,50,,,,,,,,54,,,,,,,,,,,,,,,52,,,,,,,,,53,59.4,6.4,1,I don't join political parties because I know that they disempower individuals.
3/18/22 13:44,3/18/22 13:47,100,169,R_1LYi9UqOC0MKt5X,1,2,33,male,m,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,5,,,48,,,,,,,,5,31,,,,,,,,,,,,,,,,71,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,,,,33,,,,,,,,,,,,,,,,,,,,,,95,60,19,-41,1,
3/18/22 13:24,3/18/22 13:47,100,1364,R_uyTCtoudSOVQoql,1,2,21,non-binary ,non-binary ,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,46,,,30,,,,,18,,,,,,50,,,,,,,,,,,72,,,,,,,,,,,,,,50,,,,,,,,,,,,50,,,,,,,,,,,,,,67,,,,,,,,57,,,,,,,,,,,59.2,38.8,-20.4,1,
3/18/22 13:40,3/18/22 13:47,100,397,R_3Oq9f18Zkf5bgg3,1,2,67,Male,m,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,100,,,,,,,,100,,,100,,,,,,,,,100,,,,,,,,,,100,,,,,,100,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,100,,,,,,,100,,,,,,,,,,100,100,0,1,
3/18/22 13:45,3/18/22 13:47,100,162,R_1I7c5EY7n2sbZW9,1,2,25,Male,m,4,4,1,1,,,,,50,,,,,52,,,51,,,,49,,,,,49,,,,,,,,,,,50,,,,50,,,,,,,,,,,,,,,,,,,49,,,,,,49,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6,50.2,0.6,1,
3/18/22 13:42,3/18/22 13:47,100,351,R_1FCUJo9CJrTkXQ3,1,2,40,female,f,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,63,,,,,,,72,,,,,,,,,,,50,,,,,,51,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,61,,,,,,,,,,,,,54,,,,,54.8,69,14.2,1,
3/18/22 13:42,3/18/22 13:48,100,315,R_STduuE0SsvB3P9v,1,2,19,female,f,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,85,,,,,90,,,,,,,98,,,,,,97,,,,,,,,,,,,,65,,88,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,98,,90,,,,,,,,,,,,,85.4,81.6,-3.8,1,no thank you
3/18/22 13:48,3/18/22 13:48,100,22,R_21yxyoaszX6zsLg,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/22 13:39,3/18/22 13:49,100,582,R_3hyaO6BrAhJfUkG,1,2,35,female,f,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,70,,,,,90,,,,,86,,,,,,,,67,,,,,,60,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,70,,,,,,,,,,50,,,,,,,,,,,70,77.6,7.6,1,everything was clear and easy to understand.
3/18/22 13:48,3/18/22 13:49,100,23,R_2bNNzZpTYuYAJQw,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
