StartDate,EndDate,Progress,Duration (in seconds),ResponseId,consent,english_check,age,gender_raw,gender,party_affil,use_twitter,interact_senator,RE_1,RE_2,RE_3,RE_4,RE_5,RE_6,RE_7,RE_8,RE_9,RE_10,RE_11,RE_12,RE_13,RE_14,RE_15,RE_16,RE_17,RE_18,RE_19,RE_20,RE_21,RE_22,RE_23,RE_24,RE_25,RD_1,RD_2,RD_3,RD_4,RD_5,RD_6,RD_7,RD_8,RD_9,RD_10,RD_11,RD_12,RD_13,RD_14,RD_15,RD_16,RD_17,RD_18,RD_19,RD_20,RD_21,RD_22,RD_23,RD_24,RD_25,RD_26,RD_27,RD_28,RD_29,RD_30,RD_31,RD_32,RD_33,RD_34,RD_35,RD_36,RD_37,RD_38,RD_39,RD_40,RD_41,RD_42,RD_43,RD_44,RD_45,RD_46,RD_47,RD_48,RD_49,RD_50,RD_51,RD_52,RD_53,DE_1,DE_2,DE_3,DE_4,DE_5,DE_6,DE_7,DE_8,DE_9,DE_10,DE_11,DE_12,DE_13,DE_14,DE_15,DE_16,DE_17,DE_18,DE_19,DE_20,DE_21,DE_22,DE_23,DE_24,DE_25,DE_26,DE_27,DE_28,DD_1,DD_2,DD_3,DD_4,DD_5,DD_6,DD_7,DD_8,DD_9,DD_10,DD_11,DD_12,DD_13,DD_14,DD_15,DD_16,DD_17,DD_18,DD_19,DD_20,DD_21,DD_22,DD_23,DD_24,DD_25,DD_26,DD_27,DD_28,DD_29,DD_30,DD_31,DD_32,DD_33,DD_34,DD_35,DD_36,DD_37,DD_38,DD_39,DD_40,DD_41,DD_42,DD_43,DD_44,DD_45,DD_46,DD_47,DD_48,DD_49,DD_50,DD_51,DD_52,DD_53,DD_54,DD_55,DD_56,DD_57,DD_58,DD_59,DD_60,DD_61,DD_62,DD_63,DD_64,DD_65,ideology,DEM_FT,REP_FT,ind_status,party_status,compromise,quality_check,comments
3/30/23 14:35,3/30/23 14:38,100,203,R_1YVQKaw3OrQWvZL,1,2,59,Female,female,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,1,,,,3,,,,,2,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,5,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,6,100,9,2,7,7,1,
3/30/23 14:24,3/30/23 14:39,100,873,R_2qkD7MeuX7QlSiw,1,2,24,Male,male,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,2,,,,,,1,,,,,,3,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,3,4,20,18,5,1,7,1,
3/30/23 14:36,3/30/23 14:39,100,200,R_1KqHxIczSLQbyXr,1,2,37,female,female,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,2,,,2,,,,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,4,,,,,,,,,5,,,,,,,,,,,,,,,,,5,,,,6,71,29,2,4,4,1,
3/30/23 14:37,3/30/23 14:39,100,174,R_21HwXnepw9Ipvkw,1,2,27,,,3,1,2,,,2,,,,3,,,,,,,3,,,,,3,,,,,2,,,,,,,,,,5,,,,,4,,,,,,,,,,,,,,,,5,,,,,,5,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,15,5,5,2,1,
3/30/23 14:32,3/30/23 14:40,100,468,R_2zG4t8JRxro7C7Z,1,2,34,Female,female,3,1,2,,,,1,,,,1,,,,,,,3,2,,,,,,,4,,,5,,,,,,,,,,,,,,,,,,,,4,,,,,,,5,,,,,,,4,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,35,50,6,4,6,1,
3/30/23 14:35,3/30/23 14:40,100,276,R_XgZnfXbak18VzdT,1,2,31,male,male,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,2,,,,,,,,,2,,,3,,,,5,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,5,,,,,,,,,,5,,,,6,82,19,1,5,3,1,
3/30/23 14:27,3/30/23 14:40,100,781,R_4YhN9dg7PS7X4ul,1,2,65,female,female,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,3,,,,,,,1,,,,,,,,,,,,,5,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,,,,,,,,,4,71,60,2,4,6,1,"Unfortunately it always down to one party wanting or having power over the other, there must be a better to meet the needs of all citizens."
3/30/23 14:38,3/30/23 14:41,100,177,R_3z6z5ZFn1iVB0zv,1,2,30,Female,female,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,3,,,,,,,,1,,,,,1,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,5,,,,,,,,,5,,,,,,,7,67,18,3,5,4,1,
3/30/23 14:38,3/30/23 14:41,100,182,R_2zjpQmWUFNAsgG1,1,2,27,female,female,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,,,3,,,,,,1,,3,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,4,71,23,1,2,4,1,
3/30/23 14:37,3/30/23 14:41,100,230,R_3OjBMyasbTVwP4R,1,2,36,Man,male,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,2,1,,,,,,,,,,,,,,,,,,4,,,,,,,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,4,,,5,60,45,2,4,6,1,
3/30/23 14:37,3/30/23 14:41,100,220,R_2dACgZaFosUIv1Q,1,2,26,Male,male,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,2,,,,,4,,,,,,,,,3,,,,,,,,5,,,,,,,,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,5,,,,,,6,88,4,6,7,5,1,
3/30/23 14:37,3/30/23 14:41,100,229,R_b4pPi51IldF2KM9,1,2,47,Female,female,3,2,1,,,,1,,,,,,2,,,1,,,,,1,,,,1,,,,,4,,,,,,,,,,,5,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,4,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,100,100,1,1,4,1,
3/30/23 14:33,3/30/23 14:41,100,484,R_3nOdXbd1uCbJG4f,1,2,70,Female,female,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,2,,,,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,5,,5,,,,,,,,,,,,,,,,1,,,,,,,,,,5,100,50,2,6,5,1,
3/30/23 14:34,3/30/23 14:42,100,490,R_OOlhxlRVuDIuVI5,1,2,54,Female,female,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,4,,,,,,2,,,,,,,,2,,,,,,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,5,,,,,,,,,,,,,,,,5,,,,,,5,91,10,2,5,6,1,
3/30/23 14:36,3/30/23 14:42,100,323,R_1eyG9elLlCzfbv3,1,2,37,female,female,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,2,,,,1,,,,,,,,2,,,,,,,5,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,5,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,7,68,0,1,7,4,1,
3/30/23 14:38,3/30/23 14:42,100,250,R_1pEev0il4XZZxyB,1,2,32,male,male,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,3,,,,,,,,,1,,,,,2,,5,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,4,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,,,,,,4,75,75,2,3,4,1,
3/30/23 14:34,3/30/23 14:42,100,507,R_2OSGGW0uGBpkigm,1,2,37,female,female,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,,,,,,,1,,,,2,,,,,,1,,,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,5,,,,,,,,,,,,5,,,6,44,3,6,4,6,1,"It was fine, no issues."
3/30/23 14:36,3/30/23 14:42,100,402,R_XMWrg66HeMc3YZz,1,2,38,male,male,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2,,,,,,,,,3,,3,,,,,,3,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,5,,,,,5,15,2,2,3,5,1,
3/30/23 14:37,3/30/23 14:42,100,308,R_ym7XDgCXDFxfanf,1,2,27,Non-Binary,nonbinary,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3,,,,1,,,,,,,,,,3,2,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,,4,,,,,2,,,,,,,,,,,,,4,0,0,1,1,7,1,Neither side should have tons of power
3/30/23 14:40,3/30/23 14:43,100,170,R_2XoHlWiRzGtAm71,1,2,25,Female,female,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,2,,,,,1,,,,,3,,,,,,,,,,,5,,,,,,,,,,,,5,,,,,,,,,,,,,5,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,5,,7,96,3,5,7,5,1,
3/30/23 14:36,3/30/23 14:43,100,417,R_26gaZ9zdnCQ4eYW,1,2,47,Female,female,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,5,,,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,4,81,60,5,3,4,1,
3/30/23 14:40,3/30/23 14:43,100,191,R_1g8iy1gZQqHv4md,1,2,57,male,male,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,3,,,,,,,,,2,,,,,,,2,,,,,,,,,,4,,,,,,5,,,,,,,,,,,,,,,,,,,4,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,4,4,51,50,2,2,6,1,
3/30/23 14:28,3/30/23 14:43,100,906,R_1fkihnUQ1dTghRy,1,2,65,female,female,3,1,1,,,,,1,1,,,,,,,,1,,,,,1,,,,,1,,,,,4,,,,,,,,,,,,,,,,5,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,50,1,6,4,1,
3/30/23 14:33,3/30/23 14:43,100,600,R_30qOmGmaTXnBAGC,1,2,66,female,female,3,1,1,,1,,,,,,,1,,4,,,,,3,,,,,2,,,,,,,,,,,,,,,5,,5,,,,,,,,,,5,,,,,,,,,,,3,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,87,4,6,4,1,
3/30/23 14:38,3/30/23 14:43,100,295,R_6nG7vNcovUWLb1L,1,2,23,Woman,female,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,5,,,,,,,,,,,,,5,,,,,,,,,5,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,5,,,7,61,30,2,1,7,1,
3/30/23 14:39,3/30/23 14:43,100,278,R_1llZLBoLXDDfCGA,1,2,34,Female,female,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,2,,,,,,1,,,,,2,,,,,4,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,4,,,,,,,,,,3,,,,,,,,,,,,,,,,,,4,,6,72,20,1,7,5,1,This was really interesting and a good thought provoking study. Thank you. 
3/30/23 14:36,3/30/23 14:43,100,434,R_3fH7Q0cM0ceZFw0,1,2,67,Male,male,2,1,1,,2,,,,,,,,4,,,1,,,,,,3,,,,,,1,,,,,,,5,,,,,5,,,,,,,,,,,,,5,,,,,,,,,,,,,5,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,31,72,2,5,6,1,
3/30/23 14:40,3/30/23 14:43,100,183,R_BtzR4OmcL58plXb,1,2,55,female,female,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,3,,,,,,,,,,1,,,,,1,,,,5,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,3,,,,5,50,50,1,4,6,1,
3/30/23 14:40,3/30/23 14:43,100,185,R_1hxSIehmfJuYm9u,1,2,28,female,female,3,2,1,,,,2,,,,,4,,,,,,5,,,,,3,4,,,,,,,,,,,,2,,,,,,,,,,,,,3,,,,,,,,,,4,,,,,,4,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,42,1,1,1,1,
3/30/23 14:39,3/30/23 14:43,100,280,R_33kdQ3WO52pppaj,1,2,30,female,female,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,3,,,,1,,,,3,,,,,,5,,,,,,,,,,,,,,,,,,,,,,5,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,4,,,,,,7,81,2,2,6,4,1,
3/30/23 14:38,3/30/23 14:43,100,318,R_30qIcxTleKolLpY,1,2,53,female,female,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,2,,,2,,,,,,1,,,,,,,,5,,,,,,,,,,,,5,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,4,75,55,5,4,7,1,
3/30/23 14:36,3/30/23 14:44,100,423,R_1gBYORu0wEK0MWV,1,2,24,Male,male,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,1,,,,,,,,1,,,,,,,,4,,,,,,,,,,5,,,,,,,,,,,5,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,,,,,,,5,,,,,,,,6,10,0,2,2,2,1,"This was interesting, thank you for letting me participate."
3/30/23 14:40,3/30/23 14:44,100,231,R_sUaXijHYA3IPZUR,1,2,48,female,female,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,5,,,,,,5,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,7,76,0,5,7,2,1,
3/30/23 14:41,3/30/23 14:44,100,177,R_2pJoOQvcKxRDyVe,1,2,35,male,male,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,1,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,3,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,3,,,,,,5,,,,,,,,6,90,20,1,6,6,1,
3/30/23 14:39,3/30/23 14:44,100,313,R_3smJaHRJU1jAlE5,1,2,30,male,male,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,1,,,,1,,,,,,3,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,4,,,,,,,,,,3,,,,,,,,,,,,,,5,,,,,7,75,5,1,7,5,1,
3/30/23 14:33,3/30/23 14:44,100,669,R_3jUUJdvLI9aSN3n,1,2,36,female,female,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,1,,,,3,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,5,,,,,,5,,,,,,,,,7,82,9,2,6,5,1,
3/30/23 14:37,3/30/23 14:44,100,429,R_1mephtmfwC7VZRu,1,2,31,they,nonbinary,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,1,,,,4,,,,,,1,,,,,,,,5,,,,,,,,,,,,,,,,,,,5,,,4,,,,,,,,,,,,,,,,,4,,,,,,,,3,,,,,,,,,,,,4,50,50,1,4,4,1,Thank you
3/30/23 14:42,3/30/23 14:44,100,166,R_1IXfqWVcEIlcrHr,1,2,34,Male,male,2,1,1,,,2,,,2,,,,,,,2,,,1,,,,,,,2,,,,3,,,,,,,,,,,,,,3,,,,,,,,4,,,,,,,,,4,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,70,4,4,3,1,
3/30/23 14:42,3/30/23 14:45,100,195,R_1obTZTyrRVLWlbL,1,2,33,male,male,3,2,1,2,,,,,,2,,,,2,,,,,,,2,,,,2,,,,,,,,3,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,3,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,2,1,5,6,1,
3/30/23 14:39,3/30/23 14:45,100,335,R_31GXa8tMW5x76Pm,1,2,23,Male,male,3,2,1,1,,,,,2,,,,,2,,,,,,,2,,,,,,,1,,,,,,5,,,,,,,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,50,50,2,3,6,1,
3/30/23 14:41,3/30/23 14:45,100,220,R_2UayK1RcK5ZnFRN,1,2,20,trans man,male,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,2,,,,,,3,,,,,3,3,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,5,5,60,30,2,6,5,1,
3/30/23 14:39,3/30/23 14:45,100,386,R_2Cq6NaClK3ck2aA,1,2,69,male,male,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,3,,,,,,4,,,,,,,2,,,,,,,,,,,,,,,5,,,,,,,,,5,,,,,,,5,,,,,,,,,,,,,,,,5,,,,,,,,,,,5,,,,,,,,,,6,100,1,4,7,1,1,
3/30/23 14:41,3/30/23 14:45,100,244,R_2uBq3Ouvdhyj3sP,1,2,48,female,female,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,3,,,,,,,,2,,,3,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,5,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,4,,,,,6,84,16,2,7,4,1,
3/30/23 14:39,3/30/23 14:45,100,417,R_1oef4AdWxa19Nce,1,2,51,Male,male,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,1,,,,,,,1,,,,5,,,,,,,,,5,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,5,,,,,,,,,,5,,,,7,100,0,4,6,1,1,
3/30/23 14:41,3/30/23 14:46,100,285,R_3flzEtviohA68rW,1,2,50,Male,male,3,1,1,,,,,1,,,,1,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,5,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,20,80,4,7,4,1,
3/30/23 14:41,3/30/23 14:46,100,279,R_3GjJr0eT9nTDl7O,1,2,25,Male,male,3,1,2,,,,,2,,3,,,,2,,,,,,,,,2,,,4,,,,,,,,,,,4,,,,5,,,,,,,,,,,,,,,5,,,,,,5,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,70,20,5,1,5,1,
3/30/23 14:41,3/30/23 14:46,100,309,R_3D0H9sxez5JxDxx,1,2,33,female,female,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,,,,,,,2,,1,,,,,,1,,,,,,,,,,,,,5,,,,,,,,,,,,,,3,,,,,,,,,,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,5,,,,,,6,75,0,2,6,4,1,
3/30/23 14:40,3/30/23 14:47,100,384,R_2wcSyzB2rtSFjhp,1,2,68,male,male,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,1,,,,,,1,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,5,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,,,,,,5,,,,,,,,,,,5,50,30,2,1,7,1,Tired of Congress not getting anything done. They need to work together.
3/30/23 14:43,3/30/23 14:47,100,187,R_24MZMDDzxVVD7LJ,1,2,32,MALE,male,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,5,,,,,,,,,5,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,5,,,,,,,,,5,,,,,,,,,,,,6,61,23,2,6,5,1,
3/30/23 14:41,3/30/23 14:47,100,326,R_2s6hOoi6AZ4LQgd,1,2,29,male,male,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,3,,,,,,3,,,,,,3,,,,,5,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,,5,,,4,0,0,2,2,6,1,
